Discovered 1223 test files (0 tests) under ['tests']; running with -j 64
[  0.0% |     0/0 | ✓3757 | ✗   1] ✓ tests/argo_cli/test_gateway_proc_fallback.py (4✓, 3.3s)
[  0.0% |     0/0 | ✓3808 | ✗   1] ✓ tests/agent/transports/test_codex_transport.py (51✓, 17.5s)
[  0.0% |     0/0 | ✓3829 | ✗   1] ✓ tests/argo_cli/test_aux_config.py (21✓, 13.8s)
[  0.0% |     0/0 | ✓3843 | ✗   1] ✓ tests/argo_cli/test_dingtalk_auth.py (14✓ 1s, 6.1s)
[  0.0% |     0/0 | ✓3847 | ✗   1] ✓ tests/argo_cli/test_codex_cli_model_picker.py (4✓, 11.9s)
[  0.0% |     0/0 | ✓3864 | ✗   1] ✓ tests/argo_cli/test_argparse_flag_propagation.py (17✓, 16.6s)
[  0.0% |     0/0 | ✓3880 | ✗   1] ✓ tests/argo_cli/test_detect_api_mode_for_url.py (16✓, 6.3s)
[  0.0% |     0/0 | ✓3886 | ✗  15] ✗ tests/argo_cli/test_cmd_update.py (6✓ 14✗, 12.9s)

  ╔╍ Failed: tests/argo_cli/test_cmd_update.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║             else:
  ║                 print("⚕ Update available on PyPI.")
  ║                 print(f"  Run '{recommended_update_command()}' to install.")
  ║             return
  ║     
  ║         git_dir = PROJECT_ROOT / ".git"
  ║         if not git_dir.exists():
  ║             print("✗ Not a git repository — cannot check for updates.")
  ║ >           sys.exit(1)
  ║ E           SystemExit: 1
  ║ 
  ║ argo_cli/main.py:8448: SystemExit
  ║ ----------------------------- Captured stdout call -----------------------------
  ║ ✗ Not a git repository — cannot check for updates.
  ║ =========================== short test summary info ============================
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_falls_back_to_main_when_branch_not_on_remote
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_uses_current_branch_when_on_remote
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_already_up_to_date
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_refreshes_repo_and_tui_node_dependencies
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_non_interactive_runs_safe_config_migrations
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateProfileSkillSync::test_active_profile_included_in_skill_sync
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateProfileSkillSync::test_single_profile_default_is_synced
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_pulls_against_named_branch
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_switches_from_different_branch
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_tracks_remote_when_branch_absent_locally
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_fails_when_branch_missing_everywhere
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_branch_compares_against_named_origin_branch
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_branch_missing_on_origin_exits_cleanly
  ║ FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_default_main_still_prefers_upstream
  ║ ======================== 14 failed, 6 passed in 11.03s =========================
  ║
  ║  Repro: python -m pytest tests/argo_cli/test_cmd_update.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  0.0% |     0/0 | ✓3892 | ✗  15] ✓ tests/argo_cli/test_kanban_blocked_sticky.py (6✓, 3.1s)
[  0.0% |     0/0 | ✓3893 | ✗  15] ✓ tests/argo_cli/test_kanban_db_init.py (1✓, 2.9s)
[  0.0% |     0/0 | ✓3899 | ✗  15] ✓ tests/argo_cli/test_gateway_linger.py (6✓, 5.3s)
[  0.0% |     0/0 | ✓3902 | ✗  15] ✓ tests/argo_cli/test_gateway_service_paths.py (3✓, 4.9s)
[  0.0% |     0/0 | ✓3903 | ✗  15] ✓ tests/argo_cli/test_launcher.py (1✓, 1.8s)
[  0.0% |     0/0 | ✓3918 | ✗  15] ✓ tests/argo_cli/test_gateway_s6_dispatch.py (15✓, 5.1s)
[  0.0% |     0/0 | ✓3921 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_status_endpoint.py (3✓, 9.0s)
[  0.0% |     0/0 | ✓4074 | ✗  15] ✓ tests/agent/test_anthropic_adapter.py (153✓, 33.7s)
[  0.0% |     0/0 | ✓4101 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_401_reauth.py (27✓, 10.4s)
[  0.0% |     0/0 | ✓4104 | ✗  15] ✓ tests/argo_cli/test_kanban_swarm.py (3✓, 2.8s)
[  0.0% |     0/0 | ✓4123 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_prefix.py (19✓, 10.1s)
[  0.0% |     0/0 | ✓4144 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_ws_auth.py (21✓, 9.4s)
[  0.0% |     0/0 | ✓4165 | ✗  15] ✓ tests/argo_cli/test_gateway_windows.py (21✓, 5.6s)
[  0.0% |     0/0 | ✓4169 | ✗  15] ✓ tests/argo_cli/test_gateway_platform_gating.py (4✓, 6.6s)
[  0.0% |     0/0 | ✓4227 | ✗  15] ✓ tests/argo_cli/test_auth_nous_provider.py (58✓, 18.2s)
[  0.0% |     0/0 | ✓4235 | ✗  15] ✓ tests/argo_cli/test_kanban_decompose_db.py (8✓, 4.4s)
[  0.0% |     0/0 | ✓4247 | ✗  15] ✓ tests/argo_cli/test_install_cua_driver.py (12✓, 5.2s)
[  0.0% |     0/0 | ✓4330 | ✗  15] ✓ tests/agent/test_context_compressor.py (83✓, 34.5s)
[  0.0% |     0/0 | ✓4334 | ✗  15] ✓ tests/argo_cli/test_gemini_free_tier_setup_block.py (4✓, 5.7s)
[  0.0% |     0/0 | ✓4348 | ✗  15] ✓ tests/argo_cli/test_hooks_cli.py (14✓, 5.9s)
[  0.0% |     0/0 | ✓4365 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_middleware.py (17✓, 11.5s)
[  0.0% |     0/0 | ✓4370 | ✗  15] ✓ tests/argo_cli/test_managed_installs.py (5✓, 3.4s)
[  0.0% |     0/0 | ✓4373 | ✗  15] ✓ tests/argo_cli/test_mcp_add_command_dest.py (3✓, 3.4s)
[  0.0% |     0/0 | ✓4518 | ✗  15] ✓ tests/agent/test_error_classifier.py (145✓, 31.6s)
[  0.0% |     0/0 | ✓4527 | ✗  15] ✓ tests/argo_cli/test_kanban_decompose.py (9✓, 5.6s)
[  0.0% |     0/0 | ✓4543 | ✗  15] ✓ tests/argo_cli/test_kanban_promote.py (16✓, 5.3s)
[  0.0% |     0/0 | ✓4621 | ✗  15] ✓ tests/acp/test_server.py (78✓, 35.7s)
[  0.0% |     0/0 | ✓4631 | ✗  15] ✓ tests/argo_cli/test_kanban_specify_db.py (10✓, 4.8s)
[  0.0% |     0/0 | ✓4642 | ✗  15] ✓ tests/argo_cli/test_ignore_user_config_flags.py (11✓, 6.7s)
[  0.0% |     0/0 | ✓4766 | ✗  15] ✓ tests/agent/test_prompt_builder.py (124✓, 28.0s)
[  0.0% |     0/0 | ✓4773 | ✗  15] ✓ tests/argo_cli/test_model_switch_context_display.py (7✓, 2.9s)
[  0.0% |     0/0 | ✓4782 | ✗  15] ✓ tests/argo_cli/test_memory_reset.py (9✓, 3.9s)
[  0.0% |     0/0 | ✓4815 | ✗  15] ✓ tests/argo_cli/test_gateway.py (33✓, 9.9s)
[  0.0% |     0/0 | ✓4820 | ✗  15] ✓ tests/argo_cli/test_mcp_reload_confirm_gate.py (5✓, 4.0s)
[  0.0% |     0/0 | ✓4839 | ✗  15] ✓ tests/argo_cli/test_gateway_wsl.py (19✓, 7.8s)
[  0.0% |     0/0 | ✓4861 | ✗  15] ✓ tests/argo_cli/test_dashboard_auth_gate.py (22✓ 1s, 13.8s)
[  0.0% |     0/0 | ✓4869 | ✗  15] ✓ tests/argo_cli/test_model_picker_viewport.py (8✓, 4.3s)
[  0.0% |     0/0 | ✓4873 | ✗  15] ✓ tests/argo_cli/test_nous_auth_status_cache.py (4✓, 3.0s)
[  0.0% |     0/0 | ✓4883 | ✗  15] ✓ tests/argo_cli/test_list_picker_providers.py (10✓, 6.6s)
[  0.0% |     0/0 | ✓4895 | ✗  15] ✓ tests/argo_cli/test_kanban_notify.py (12✓, 7.5s)
[  0.0% |     0/0 | ✓4909 | ✗  15] ✓ tests/argo_cli/test_image_gen_picker.py (14✓, 9.7s)
[  0.0% |     0/0 | ✓4912 | ✗  15] ✓ tests/argo_cli/test_pin_kanban_board_env.py (3✓, 3.0s)
[  0.0% |     0/0 | ✓4920 | ✗  15] ✓ tests/argo_cli/test_nous_subscription.py (8✓, 3.8s)
[  0.0% |     0/0 | ✓4922 | ✗  15] ✓ tests/argo_cli/test_openai_codex_model_validation_fallback.py (2✓, 3.8s)
[  0.0% |     0/0 | ✓4935 | ✗  15] ✓ tests/argo_cli/test_custom_provider_model_switch.py (13✓, 16.1s)
[  0.0% |     0/0 | ✓4945 | ✗  15] ✓ tests/argo_cli/test_doctor_command_install.py (10✓, 13.2s)
[  0.0% |     0/0 | ✓5002 | ✗  15] ✓ tests/agent/transports/test_codex_app_server_session.py (57✓, 26.8s)
[  0.0% |     0/0 | ✓5020 | ✗  15] ✓ tests/argo_cli/test_inventory.py (18✓, 9.9s)
[  0.0% |     0/0 | ✓5031 | ✗  15] ✓ tests/argo_cli/test_models_dev_preferred_merge.py (11✓, 5.1s)
[  0.0% |     0/0 | ✓5051 | ✗  15] ✓ tests/argo_cli/test_kanban_specify.py (20✓, 8.8s)
[  0.0% |     0/0 | ✓5065 | ✗  15] ✓ tests/argo_cli/test_mcp_tools_config.py (14✓, 7.2s)
[  0.0% |     0/0 | ✓5077 | ✗  15] ✓ tests/argo_cli/test_non_ascii_credential.py (12✓, 5.4s)
[  0.0% |     0/0 | ✓5084 | ✗  15] ✓ tests/argo_cli/test_pip_install_detection.py (7✓, 3.4s)
[  0.0% |     0/0 | ✓5102 | ✗  15] ✓ tests/argo_cli/test_nous_inference_url_validation.py (18✓, 5.2s)
[  0.0% |     0/0 | ✓5134 | ✗  15] ✓ tests/argo_cli/test_fallback_cmd.py (32✓, 13.6s)
[  0.0% |     0/0 | ✓5151 | ✗  15] ✓ tests/argo_cli/test_migrate_xai.py (17✓, 7.8s)
[  0.0% |     0/0 | ✓5156 | ✗  15] ✓ tests/argo_cli/test_post_setup_gating.py (5✓, 3.4s)
[  0.0% |     0/0 | ✓5171 | ✗  15] ✓ tests/argo_cli/test_plugin_auxiliary_tasks.py (15✓, 4.5s)
[  0.0% |     0/0 | ✓5178 | ✗  15] ✓ tests/argo_cli/test_model_switch_variant_tags.py (7✓, 7.2s)
[  0.0% |     0/0 | ✓5181 | ✗  15] ✓ tests/argo_cli/test_model_switch_copilot_api_mode.py (3✓, 7.6s)
[  0.0% |     0/0 | ✓5248 | ✗  15] ✓ tests/argo_cli/test_codex_runtime_plugin_migration.py (67✓, 21.2s)
[  0.0% |     0/0 | ✓5256 | ✗  15] ✓ tests/argo_cli/test_plugin_cli_registration.py (8✓, 4.8s)
[  0.0% |     0/0 | ✓5324 | ✗  15] ✓ tests/argo_cli/test_debug.py (68✓, 16.5s)
[  0.0% |     0/0 | ✓5327 | ✗  15] ✓ tests/argo_cli/test_profile_export_credentials.py (3✓, 2.8s)
[  0.0% |     0/0 | ✓5328 | ✗  15] ✓ tests/argo_cli/test_reasoning_effort_menu.py (1✓, 2.0s)
[  0.0% |     0/0 | ✓5410 | ✗  15] ✓ tests/argo_cli/test_auth_xai_oauth_provider.py (82✓, 24.7s)
[  0.0% |     0/0 | ✓5447 | ✗  15] ✓ tests/argo_cli/test_logs.py (37✓, 10.2s)
[  0.0% |     0/0 | ✓5493 | ✗  15] ✓ tests/argo_cli/test_kanban_diagnostics.py (46✓, 12.0s)
[  0.0% |     0/0 | ✓5505 | ✗  15] ✓ tests/argo_cli/test_opencode_go_flat_namespace.py (12✓, 7.2s)
[  0.0% |     0/0 | ✓5512 | ✗  15] ✓ tests/argo_cli/test_opencode_go_validation_fallback.py (7✓, 6.9s)
[  0.0% |     0/0 | ✓5516 | ✗  15] ✓ tests/argo_cli/test_secret_prompt.py (4✓, 1.5s)
[  0.0% |     0/0 | ✓5522 | ✗  15] ✓ tests/argo_cli/test_resolve_last_session.py (6✓, 2.4s)
[  0.0% |     0/0 | ✓5526 | ✗  15] ✓ tests/argo_cli/test_placeholder_usage.py (4✓, 6.3s)
[  0.0% |     0/0 | ✓5576 | ✗  15] ✓ tests/argo_cli/test_goals.py (50✓, 14.0s)
[  0.0% |     0/0 | ✓5585 | ✗  15] ✓ tests/argo_cli/test_profiles_s6_hooks.py (9✓, 3.9s)
[  0.0% |     0/0 | ✓5616 | ✗  15] ✓ tests/argo_cli/test_nous_argo_non_agentic.py (31✓, 9.0s)
[  0.0% |     0/0 | ✓5618 | ✗  15] ✓ tests/argo_cli/test_opencode_go_in_model_list.py (2✓, 8.0s)
[  0.0% |     0/0 | ✓5621 | ✗  15] ✓ tests/argo_cli/test_plugins_tts_registration.py (3✓, 6.2s)
[  0.0% |     0/0 | ✓5624 | ✗  15] ✓ tests/argo_cli/test_plugins_transcription_registration.py (3✓, 6.2s)
[  0.0% |     0/0 | ✓5634 | ✗  15] ✓ tests/argo_cli/test_profile_describer.py (10✓, 4.9s)
[  0.0% |     0/0 | ✓5636 | ✗  15] ✓ tests/argo_cli/test_setup_argo_script.py (2✓, 1.5s)
[  0.0% |     0/0 | ✓5659 | ✗  15] ✓ tests/argo_cli/test_model_catalog.py (23✓, 11.3s)
[  0.0% |     0/0 | ✓5676 | ✗  15] ✓ tests/argo_cli/test_provider_config_validation.py (17✓, 4.8s)
[  0.0% |     0/0 | ✓5687 | ✗  15] ✓ tests/argo_cli/test_prompt_api_key.py (11✓, 5.0s)
[  0.0% |     0/0 | ✓5688 | ✗  15] ✓ tests/argo_cli/test_setup_matrix_e2ee.py (1✓, 1.7s)
[  0.0% |     0/0 | ✓5775 | ✗  15] ✓ tests/argo_cli/test_config.py (87✓, 24.1s)
[  0.0% |     0/0 | ✓5806 | ✗  15] ✓ tests/argo_cli/test_ollama_cloud_auth.py (31✓, 9.4s)
[  0.0% |     0/0 | ✓5831 | ✗  15] ✓ tests/argo_cli/test_gmi_provider.py (25✓, 15.7s)
[  0.0% |     0/0 | ✓5835 | ✗  15] ✓ tests/argo_cli/test_redact_config_bridge.py (4✓, 5.3s)
[  0.0% |     0/0 | ✓5836 | ✗  15] ✓ tests/argo_cli/test_setup_ollama_cloud_force_refresh.py (1✓, 2.8s)
[  0.0% |     0/0 | ✓5842 | ✗  15] ✓ tests/argo_cli/test_overlay_slug_resolution.py (6✓, 10.0s)
[  0.0% |     0/0 | ✓5862 | ✗  15] ✓ tests/argo_cli/test_security_advisories.py (20✓, 4.7s)
[  0.0% |     0/0 | ✓5866 | ✗  15] ✓ tests/argo_cli/test_sessions_delete.py (4✓, 4.2s)
[  0.0% |     0/0 | ✓5879 | ✗  15] ✓ tests/argo_cli/test_session_recap.py (13✓, 4.2s)
[  0.0% |     0/0 | ✓5911 | ✗  15] ✓ tests/argo_cli/test_mcp_config.py (32✓, 14.0s)
[  0.0% |     0/0 | ✓5957 | ✗  15] ✓ tests/argo_cli/test_kanban_cli.py (46✓, 16.5s)
[  0.0% |     0/0 | ✓5969 | ✗  15] ✓ tests/argo_cli/test_model_provider_persistence.py (12✓, 12.7s)
[  0.0% |     0/0 | ✓5970 | ✗  15] ✓ tests/argo_cli/test_skills_subparser.py (1✓, 2.3s)
[  0.0% |     0/0 | ✓5996 | ✗  15] ✓ tests/argo_cli/test_path_completion.py (26✓, 10.7s)
[  0.0% |     0/0 | ✓5998 | ✗  15] ✓ tests/argo_cli/test_setup_agent_settings.py (2✓, 4.7s)
[  0.0% |     0/0 | ✓5998 | ✗  15] ✓ tests/argo_cli/test_subparser_routing_fallback.py (1.8s)
[  0.0% |     0/0 | ✓6032 | ✗  15] ✓ tests/argo_cli/test_mcp_catalog.py (34✓, 15.4s)
[  0.0% |     0/0 | ✓6047 | ✗  15] ✓ tests/argo_cli/test_plugin_scanner_recursion.py (15✓, 10.9s)
[  0.0% |     0/0 | ✓6059 | ✗  15] ✓ tests/argo_cli/test_model_switch_opencode_anthropic.py (12✓, 13.6s)
[  0.0% |     0/0 | ✓6072 | ✗  15] ✓ tests/argo_cli/test_session_handoff.py (13✓, 6.0s)
[  0.0% |     0/0 | ✓6077 | ✗  15] ✓ tests/argo_cli/test_setup_prompt_menus.py (5✓, 4.2s)
[  0.0% |     0/0 | ✓6082 | ✗  15] ✓ tests/argo_cli/test_skills_install_flags.py (5✓, 3.9s)
[  0.0% |     0/0 | ✓6103 | ✗  15] ✓ tests/argo_cli/test_send_cmd.py (21✓, 6.5s)
[  0.0% |     0/0 | ✓6129 | ✗  15] ✓ tests/argo_cli/test_relaunch.py (26✓, 8.0s)
[  0.0% |     0/0 | ✓6150 | ✗  15] ✓ tests/argo_cli/test_bedrock_model_picker.py (21✓, 30.2s)
[  0.0% |     0/0 | ✓6156 | ✗  15] ✓ tests/argo_cli/test_spotify_auth.py (6✓, 4.2s)
[  0.0% |     0/0 | ✓6159 | ✗  15] ✓ tests/argo_cli/test_regression_16767.py (3✓, 8.5s)
[  0.0% |     0/0 | ✓6166 | ✗  15] ✓ tests/argo_cli/test_setup_noninteractive.py (7✓, 5.8s)
[  0.0% |     0/0 | ✓6181 | ✗  15] ✓ tests/argo_cli/test_skills_skip_confirm.py (15✓, 4.8s)
[  0.0% |     0/0 | ✓6193 | ✗  15] ✓ tests/argo_cli/test_pty_bridge.py (12✓, 9.3s)
[  0.0% |     0/0 | ✓6201 | ✗  15] ✓ tests/argo_cli/test_setup_irc.py (8✓, 6.5s)
[  0.0% |     0/0 | ✓6236 | ✗  15] ✓ tests/argo_cli/test_project_plugin_rce_bypass.py (35✓, 10.1s)
[  0.0% |     0/0 | ✓6240 | ✗  15] ✓ tests/argo_cli/test_subprocess_timeouts.py (4✓, 3.8s)
[  0.0% |     0/0 | ✓6249 | ✗  15] ✓ tests/argo_cli/test_setup_reconfigure.py (9✓, 6.0s)
[  0.0% |     0/0 | ✓6285 | ✗  15] ✓ tests/argo_cli/test_proxy.py (36✓, 10.2s)
[  0.0% |     0/0 | ✓6311 | ✗  15] ✓ tests/argo_cli/test_security_audit.py (26✓, 8.4s)
[  0.0% |     0/0 | ✓6313 | ✗  15] ✓ tests/argo_cli/test_tui_bundled.py (2✓, 2.8s)
[  0.0% |     0/0 | ✓6390 | ✗  15] ✓ tests/argo_cli/test_model_normalize.py (77✓, 17.1s)
[  0.0% |     0/0 | ✓6422 | ✗  15] ✓ tests/argo_cli/test_set_config_value.py (32✓, 8.3s)
[  0.0% |     0/0 | ✓6450 | ✗  15] ✓ tests/argo_cli/test_skills_config.py (28✓, 6.5s)
[  0.0% |     0/0 | ✓6483 | ✗  15] ✓ tests/argo_cli/test_session_browse.py (33✓, 9.2s)
[  0.0% |     0/0 | ✓6488 | ✗  15] ✓ tests/argo_cli/test_status_model_provider.py (5✓, 6.1s)
[  0.0% |     0/0 | ✓6496 | ✗  15] ✓ tests/argo_cli/test_teams_pipeline_plugin_cli.py (8✓, 5.1s)
[  0.0% |     0/0 | ✓6497 | ✗  16] ✗ tests/argo_cli/test_update_zip_symlink_reject.py (1✓ 1✗, 2.5s)

  ╔╍ Failed: tests/argo_cli/test_update_zip_symlink_reject.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║                 dst.write(src.read())
  ║             return dest, None
  ║     
  ║         # Stub the post-extract pip/uv reinstall so we don't actually run pip.
  ║         # The function may sys.exit(1) when those commands fail; that's fine —
  ║         # we only care that ZIP validation + extraction completed without
  ║         # raising "symlink member".
  ║         with patch("urllib.request.urlretrieve", side_effect=fake_urlretrieve), \
  ║              patch("subprocess.run") as fake_run, \
  ║              patch("subprocess.check_call"):
  ║             fake_run.return_value = type("R", (), {"returncode": 0, "stdout": "", "stderr": ""})()
  ║             try:
  ║                 argo_main._update_via_zip(args)
  ║             except SystemExit:
  ║                 pass
  ║     
  ║         captured = capsys.readouterr()
  ║         assert "symlink member" not in captured.out
  ║         assert "symlink member" not in captured.err
  ║         # The fake README from the ZIP should have landed in our sandbox root,
  ║         # confirming the extraction + copy phases ran past the validation gate.
  ║ >       assert (fake_root / "README.md").exists()
  ║ E       AssertionError: assert False
  ║ E        +  where False = exists()
  ║ E        +    where exists = (PosixPath('/tmp/pytest-of-vadim/pytest-1745/test_update_via_zip_accepts_no0/install_dir') / 'README.md').exists
  ║ 
  ║ tests/argo_cli/test_update_zip_symlink_reject.py:131: AssertionError
  ║ =========================== short test summary info ============================
  ║ FAILED tests/argo_cli/test_update_zip_symlink_reject.py::test_update_via_zip_accepts_normal_member
  ║ ========================= 1 failed, 1 passed in 1.08s ==========================
  ║
  ║  Repro: python -m pytest tests/argo_cli/test_update_zip_symlink_reject.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  0.0% |     0/0 | ✓6501 | ✗  16] ✓ tests/argo_cli/test_terminal_menu_fallbacks.py (4✓, 5.1s)
[  0.0% |     0/0 | ✓6547 | ✗  16] ✓ tests/argo_cli/test_gemini_provider.py (46✓, 22.2s)
[  0.0% |     0/0 | ✓6550 | ✗  16] ✓ tests/argo_cli/test_slack_cli.py (3✓, 7.0s)
[  0.0% |     0/0 | ✓6561 | ✗  16] ✓ tests/argo_cli/test_tips.py (11✓, 5.1s)
[  0.0% |     0/0 | ✓6738 | ✗  16] ✓ tests/agent/test_auxiliary_client.py (177✓, 51.3s)
[  0.0% |     0/0 | ✓6738 | ✗  18] ✗ tests/argo_cli/test_update_yes_flag.py (2✗, 3.0s)

  ╔╍ Failed: tests/argo_cli/test_update_yes_flag.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║         # Patch ``sys.stdin.isatty`` and ``sys.stdout.isatty`` directly on the
  ║         # real ``sys`` module instead of replacing ``argo_cli.main.sys`` with
  ║         # a MagicMock. The MagicMock approach was flaky under ``pytest-xdist``
  ║         # — a sibling test that imported ``argo_cli.main`` first could leave
  ║         # a different ``sys`` reference resolved inside the function and the
  ║         # mock would never be consulted, with CI then taking the
  ║         # "Non-interactive session" branch instead of prompting.
  ║         import sys as _sys
  ║     
  ║         with patch("builtins.input", return_value="n") as mock_input, patch.object(
  ║             _sys.stdin, "isatty", return_value=True
  ║         ), patch.object(_sys.stdout, "isatty", return_value=True):
  ║             cmd_update(args)
  ║             # The user was actually prompted.
  ║ >           assert mock_input.called
  ║ E           AssertionError: assert False
  ║ E            +  where False = <MagicMock name='input' id='140345958350672'>.called
  ║ 
  ║ tests/argo_cli/test_update_yes_flag.py:130: AssertionError
  ║ ----------------------------- Captured stdout call -----------------------------
  ║ ⚕ Updating Argo Agent...
  ║ 
  ║ → Current version: 0.14.0
  ║ → Checking PyPI for updates...
  ║ → Running: /home/vadim/Code/argo/dist/argo/.venv-test/bin/python -m pip install --upgrade argo-agent
  ║ ✓ Update complete! Restart argo to use the new version.
  ║ =========================== short test summary info ============================
  ║ FAILED tests/argo_cli/test_update_yes_flag.py::TestUpdateYesConfigMigration::test_yes_auto_migrates_without_input
  ║ FAILED tests/argo_cli/test_update_yes_flag.py::TestUpdateYesConfigMigration::test_no_yes_flag_still_prompts_in_tty
  ║ ============================== 2 failed in 1.29s ===============================
  ║
  ║  Repro: python -m pytest tests/argo_cli/test_update_yes_flag.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[  0.0% |     0/0 | ✓6762 | ✗  18] ✓ tests/argo_cli/test_skills_hub.py (24✓, 7.7s)
[  0.0% |     0/0 | ✓6765 | ✗  18] ✓ tests/argo_cli/test_update_config_clears_custom_fields.py (3✓, 4.1s)
[  0.0% |     0/0 | ✓6780 | ✗  18] ✓ tests/argo_cli/test_suppress_eio_on_interrupt.py (15✓, 6.3s)
[  0.0% |     0/0 | ✓6853 | ✗  18] ✓ tests/argo_cli/test_models.py (73✓, 17.9s)
[  0.0% |     0/0 | ✓6855 | ✗  18] ✓ tests/argo_cli/test_whatsapp_setup_ordering.py (2✓, 2.2s)
[  0.0% |     0/0 | ✓6871 | ✗  18] ✓ tests/argo_cli/test_status.py (16✓, 7.7s)
[  0.0% |     0/0 | ✓6879 | ✗  18] ✓ tests/argo_cli/test_update_post_pull_syntax_guard.py (8✓, 4.3s)
[  0.0% |     0/0 | ✓6894 | ✗  18] ✓ tests/argo_cli/test_tui_npm_install.py (15✓, 5.2s)
